City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,wotje,9.4543,170.2367,27.04,80,100,10.49,MH,1707416883
363,tallulah,32.4085,-91.1868,18.0,68,100,4.12,US,1707416883
364,carrigaline,51.8117,-8.3986,10.86,100,100,3.09,IE,1707416786
365,omdurman,15.6445,32.4777,24.76,12,2,4.64,SD,1707416883
366,antsiranana,-12.2787,49.2917,25.8,90,100,2.65,MG,1707416883
367,kapa'a,22.0752,-159.319,22.4,78,75,6.17,US,1707416693
368,havre,49.5833,0.3333,11.66,82,75,6.69,FR,1707416681
369,kansanshi,-12.0951,26.4273,19.2,88,44,1.5,ZM,1707416884
370,novaya ladoga,60.1025,32.3019,-21.73,100,88,2.13,RU,1707416884
371,lebu,-37.6167,-73.65,16.97,66,62,8.53,CL,1707416680
372,saint-mandrier-sur-mer,43.078,5.929,13.18,81,0,2.57,FR,1707416884
373,qaqortoq,60.7167,-46.0333,-9.83,60,15,8.81,GL,1707416653
374,beloyarskiy,63.7119,66.6722,-6.67,90,100,4.02,RU,1707416675
375,suva,-18.1416,178.4415,24.71,94,75,0.51,FJ,1707416868
376,mezhdurechenskiy,59.6,65.9333,-8.45,93,100,5.0,RU,1707416885
377,sonoita,31.85,-112.8333,12.57,70,49,12.26,MX,1707416885
378,smara,26.7384,-11.6719,26.72,7,54,3.41,EH,1707416689
379,severo-yeniseyskiy,60.3725,93.0408,-15.24,98,99,1.79,RU,1707416885
380,mossel bay,-34.1831,22.146,19.96,73,22,2.9,ZA,1707416710
381,tayshet,55.9342,98.0044,-19.73,100,94,1.59,RU,1707416885
382,mount isa,-20.7333,139.5,23.87,88,40,0.0,AU,1707416653
383,montepuez,-13.1256,38.9997,22.88,89,100,0.51,MZ,1707416885
384,ust'-ilimsk,58.0006,102.6619,-8.76,98,100,1.34,RU,1707416886
385,bel ombre,-4.6167,55.4167,27.91,78,40,5.14,SC,1707416722
386,revelstoke,50.9832,-118.2023,3.01,70,100,6.17,CA,1707416725
387,qarazhal,48.0078,70.7903,1.02,95,100,10.59,KZ,1707416688
388,shingu,33.7333,135.9833,2.77,71,90,2.46,JP,1707416886
389,gizo,-8.103,156.8419,27.42,86,100,9.92,SB,1707416722
390,mohr,54.3528,9.7167,1.95,91,100,2.37,DE,1707416886
391,ghanzi,-21.5667,21.7833,28.85,34,76,4.24,BW,1707416886
392,piti village,13.4626,144.6933,25.9,74,20,4.63,GU,1707416637
393,guangshui,31.6199,113.9978,0.68,84,85,0.91,CN,1707416887
394,sao jose da coroa grande,-8.8978,-35.1478,30.32,64,32,5.69,BR,1707416887
395,masterton,-40.9597,175.6575,13.39,92,100,0.58,NZ,1707416887
396,redbank plains,-27.6461,152.8596,21.62,90,100,2.57,AU,1707416887
397,novyy urengoy,66.0833,76.6333,-6.07,94,100,7.8,RU,1707416664
398,solnechnyy,50.7214,136.6319,-20.54,99,99,1.27,RU,1707416659
399,rock hill,34.9249,-81.0251,13.01,37,0,1.96,US,1707416844
400,kilindoni,-7.9139,39.6668,28.58,80,9,6.99,TZ,1707416888
401,shahin dezh,36.6793,46.5669,4.9,72,59,2.24,IR,1707416888
402,lata,40.1629,-8.3327,14.1,95,100,4.98,PT,1707416888
403,bikenibeu village,1.3673,173.1241,28.72,74,100,8.54,KI,1707416673
404,nadi,-17.8,177.4167,24.0,94,40,2.57,FJ,1707416888
405,dalnegorsk,44.5604,135.5701,-14.67,95,16,2.24,RU,1707416888
406,fuerte olimpo,-21.0415,-57.8738,35.83,38,85,2.23,PY,1707416888
407,sydney,-33.8679,151.2073,16.85,76,40,4.63,AU,1707416619
408,tome,-36.6167,-72.95,22.34,52,71,4.44,CL,1707416889
409,sterling,39.0062,-77.4286,12.03,42,75,5.14,US,1707416811
410,sao borja,-28.6606,-56.0044,36.64,39,36,2.62,BR,1707416889
411,nikel,69.4128,30.222,-22.9,99,31,2.22,RU,1707416889
412,kasli,55.8909,60.7616,-13.18,98,91,1.6,RU,1707416889
413,santa marta,11.2408,-74.199,29.38,62,0,1.34,CO,1707416889
414,yenotayevka,47.2456,47.0281,7.19,90,100,3.82,RU,1707416889
415,pathein,16.7833,94.7333,23.0,68,0,6.31,MM,1707416890
416,qamdo,31.1667,97.2333,-8.14,65,100,1.82,CN,1707416692
417,bandarbeyla,9.4942,50.8122,26.13,67,76,7.33,SO,1707416890
418,chauvigny,46.5675,0.6493,12.21,76,100,10.82,FR,1707416890
419,meridian,43.6121,-116.3915,3.87,78,0,2.57,US,1707416761
420,barra de santo antonio,-9.4047,-35.5072,32.6,67,38,6.84,BR,1707416890
421,opuwo,-18.0607,13.84,23.21,71,88,4.24,NA,1707416890
422,cobourg,50.2667,10.9667,9.33,95,100,0.45,DE,1707416890
423,ust'-kulom,61.6864,53.6902,-9.89,89,82,3.77,RU,1707416692
424,aldinga beach,-35.2793,138.4604,15.46,83,2,5.78,AU,1707416891
425,morondava,-20.2833,44.2833,28.24,72,31,2.56,MG,1707416891
426,ciudad acuna,29.3232,-100.9522,22.1,33,0,5.66,MX,1707416891
427,zhangjiakou shi xuanhua qu,40.6103,115.0447,-8.46,86,15,1.3,CN,1707416891
428,ust-nera,64.5667,143.2,-30.67,100,100,1.07,RU,1707416686
429,new ross,52.3967,-6.9367,9.82,1,100,2.94,IE,1707416891
430,hirara,24.8,125.2833,17.15,88,75,9.77,JP,1707416891
431,dillon,34.4166,-79.3712,13.73,42,72,0.94,US,1707416892
432,palu,-0.8917,119.8707,24.44,93,98,0.65,ID,1707416892
433,mahina,-17.5065,-149.489,26.87,94,75,8.75,PF,1707416892
434,baijiantan,45.6333,85.1833,-12.62,96,87,2.69,CN,1707416892
435,cheremshan,54.6667,51.5,-12.87,92,100,6.84,RU,1707416892
436,kisangani,0.5167,25.2,27.4,32,5,0.83,CD,1707416892
437,mangrol,21.1167,70.1167,22.39,42,68,5.78,IN,1707416892
438,dallas,32.7668,-96.7836,20.31,53,75,5.66,US,1707416744
439,choyr,46.3611,108.3611,-23.67,91,23,3.2,MN,1707416893
440,funafuti,-8.5243,179.1942,29.0,89,75,5.66,TV,1707416893
441,salmon arm,50.6998,-119.3024,1.62,100,93,1.03,CA,1707416893
442,kurumkan,54.3,110.3,-14.93,93,55,2.24,RU,1707416893
443,nova vicosa,-17.8919,-39.3719,24.94,84,100,1.66,BR,1707416893
444,ciudad lazaro cardenas,17.9583,-102.2,28.79,56,73,3.76,MX,1707416865
445,uliastay,47.7417,96.8444,-19.24,75,2,3.6,MN,1707416893
446,badger,64.8,-147.5333,-24.29,82,40,0.0,US,1707416647
447,palmer,42.1584,-72.3287,8.82,35,20,2.06,US,1707416673
448,pajara,28.3504,-14.1076,23.73,48,97,3.94,ES,1707416894
449,zhangjiakou,40.81,114.8794,-10.47,87,19,1.47,CN,1707416894
450,sola,-13.8833,167.55,26.37,94,100,3.09,VU,1707416894
451,turuntayevo,52.2,107.6167,-24.95,99,35,0.42,RU,1707416894
452,kununurra,-15.7667,128.7333,26.99,89,100,0.0,AU,1707416699
453,zdvinsk,54.7021,78.661,-5.21,92,100,7.13,RU,1707416894
454,sitka,57.0531,-135.33,2.94,81,75,0.0,US,1707416636
455,cabo san lucas,22.8909,-109.9124,22.78,59,75,0.45,MX,1707416569
456,sint michiel liber,12.15,-68.9833,26.9,74,20,5.14,CW,1707416895
457,williamsburg,37.2707,-76.7075,10.62,52,75,2.06,US,1707416731
458,san jose de guanipa,8.8872,-64.1651,32.7,44,98,3.55,VE,1707416895
459,suicheng,33.8963,117.9331,-1.08,90,87,2.47,CN,1707416895
460,gamay,12.3854,125.2979,25.42,83,78,2.41,PH,1707416895
461,waingapu,-9.6567,120.2641,26.38,86,98,2.63,ID,1707416895
462,newman,37.3138,-121.0208,8.31,85,71,0.45,US,1707416827
463,ghat,24.9647,10.1728,17.14,18,62,2.92,LY,1707416896
464,egersund,58.4513,5.9997,-2.75,72,1,2.87,NO,1707416896
465,primero de mayo,-32.2552,-58.4228,38.64,20,34,6.09,AR,1707416896
466,kasoa,5.533,-0.4224,29.25,62,21,5.02,GH,1707416896
467,al bawiti,28.3492,28.8659,15.78,37,5,3.6,EG,1707416896
468,katima mulilo,-17.5,24.2667,23.88,70,72,3.0,NA,1707416896
469,zeribet el oued,34.6828,6.5111,17.57,29,25,1.94,DZ,1707416897
470,thunder bay,48.4001,-89.3168,3.95,81,20,4.12,CA,1707416629
471,ola,59.5833,151.2833,-24.37,88,18,3.68,RU,1707416897
472,retreat,38.8245,-85.8533,15.69,35,98,3.13,US,1707416897
473,basco,20.4487,121.9702,22.81,75,55,7.88,PH,1707416897
474,hilo,19.7297,-155.09,19.41,88,20,2.68,US,1707416897
475,kenai,60.5544,-151.2583,-5.97,93,75,4.63,US,1707416538
476,alindao,5.0267,21.2088,29.84,25,50,1.83,CF,1707416897
477,el colorado,-26.3081,-59.3729,39.96,25,100,4.28,AR,1707416898
478,nikol'sk,53.7189,46.0712,-14.1,94,100,6.47,RU,1707416898
479,shiyan,32.6475,110.7781,2.71,84,66,1.95,CN,1707416762
480,butembo,0.15,29.2833,17.35,75,62,1.28,CD,1707416898
481,promyshlennaya,54.9159,85.6385,-1.93,95,64,5.03,RU,1707416898
482,port douglas,-16.4833,145.4667,25.96,83,70,3.02,AU,1707416693
483,makaha,21.4694,-158.2175,22.5,72,10,4.31,US,1707416898
484,antofagasta,-23.65,-70.4,25.6,68,4,4.25,CL,1707416575
485,illapel,-31.6308,-71.1653,28.91,46,5,4.66,CL,1707416899
486,floro,61.5996,5.0328,-3.02,80,20,2.57,NO,1707416899
487,san juan,-31.5375,-68.5364,34.95,33,93,7.79,AR,1707416869
488,afaahiti,-17.75,-149.2833,25.93,92,99,11.0,PF,1707416679
489,santana,-0.0583,-51.1817,33.1,62,20,6.17,BR,1707416624
490,orden,46.3937,9.6963,0.21,95,97,2.57,CH,1707416899
491,langenargen,47.6,9.55,9.37,87,0,1.54,DE,1707416899
492,chandler,33.3062,-111.8412,13.48,58,75,8.75,US,1707416742
493,baie-comeau,49.2168,-68.1489,-4.18,80,75,2.06,CA,1707416900
494,ondo,7.1,4.8333,29.41,31,12,2.53,NG,1707416900
495,guapore,-28.8456,-51.8903,33.17,27,97,0.77,BR,1707416900
496,amga,60.8953,131.9608,-41.18,100,100,0.6,RU,1707416704
497,alice springs,-23.7,133.8833,23.45,20,44,1.34,AU,1707416639
498,maksatikha,57.797,35.8825,-18.32,93,89,3.99,RU,1707416900
499,rezh,57.37,61.4043,-8.76,95,100,2.8,RU,1707416900
500,loango,-4.6719,11.8312,27.35,83,53,3.29,CG,1707416900
501,gaspe,48.8334,-64.4819,-0.88,64,20,3.6,CA,1707416643
502,galashki,43.1136,44.9894,6.38,61,22,1.63,RU,1707416901
503,chibougamau,49.9168,-74.3659,0.79,80,100,4.12,CA,1707416901
504,remiremont,48.0175,6.5882,9.1,90,100,4.0,FR,1707416901
505,isla vista,34.4133,-119.861,12.78,65,0,6.17,US,1707416825
506,guerrero negro,27.9769,-114.0611,16.77,61,56,5.29,MX,1707416707
507,ta`u,-14.2336,-169.5144,27.92,83,100,11.03,AS,1707416702
508,les cayes,18.2,-73.75,27.28,48,48,8.74,HT,1707416902
509,khash,28.2211,61.2158,9.4,31,0,1.64,IR,1707416902
510,twon-brass,4.3151,6.2418,27.98,78,97,5.74,NG,1707416902
511,pereval's'k,48.4378,38.8438,0.86,98,100,3.2,UA,1707416902
512,yanchep,-31.55,115.6833,25.02,26,0,2.77,AU,1707416902
513,sao joao da barra,-21.6403,-41.0511,29.05,76,93,4.57,BR,1707416902
514,sanya,18.2431,109.505,23.09,73,40,4.0,CN,1707416902
515,tera,14.0078,0.7531,27.3,8,0,3.73,NE,1707416902
516,kalmunai,7.4167,81.8167,25.21,77,100,3.17,LK,1707416662
517,repatriacion,-25.5333,-55.95,35.99,32,36,2.53,PY,1707416903
518,sao domingos do maranhao,-5.5758,-44.3853,31.14,62,100,0.47,BR,1707416903
519,al hada,21.3675,40.2869,14.66,73,38,1.86,SA,1707416903
520,laguna,38.421,-121.4238,8.37,89,100,1.54,US,1707416903
521,castillos,-34.1667,-53.8333,30.63,49,23,6.87,UY,1707416665
522,hadgaon,19.5,77.6667,22.6,35,1,2.75,IN,1707416903
523,mirny,62.5353,113.9611,-36.77,100,59,0.89,RU,1707416903
524,yemetsk,63.4721,41.7941,-12.61,94,100,4.04,RU,1707416904
525,arteche,12.2645,125.4048,25.39,83,58,2.27,PH,1707416904
526,ceeldheer,3.8488,47.1806,25.99,75,71,9.74,SO,1707416904
527,erenhot,43.6475,111.9767,-16.28,96,41,2.36,CN,1707416904
528,nemuro,43.3236,145.575,-4.81,76,31,5.64,JP,1707416655
529,saynshand,44.8824,110.1163,-22.76,98,41,1.94,MN,1707416904
530,betio village,1.358,172.9211,28.73,75,100,8.7,KI,1707416904
531,acapulco de juarez,16.8634,-99.8901,28.9,70,20,3.6,MX,1707416905
532,kupang,-10.1667,123.5833,25.32,100,40,1.03,ID,1707416905
533,aioun,16.6614,-9.6149,30.95,7,100,4.68,MR,1707416905
534,amuntai,-2.4177,115.2494,25.14,91,96,0.52,ID,1707416905
535,benguela,-12.5763,13.4055,28.34,76,49,3.23,AO,1707416905
536,gulu,2.7746,32.299,26.68,36,78,1.28,UG,1707416905
537,angaur state,6.906,134.13,26.82,81,89,5.74,PW,1707416906
538,horta,38.5333,-28.6333,15.57,87,40,13.89,PT,1707416698
539,chulym,55.0997,80.9572,-4.7,92,99,6.73,RU,1707416906
540,carnarvon,-24.8667,113.6333,24.89,77,0,4.68,AU,1707416695
541,nampula,-15.1165,39.2666,25.97,83,75,4.63,MZ,1707416906
542,changqing,36.5575,116.7272,-0.13,79,7,3.22,CN,1707416906
543,manadhoo,5.7667,73.3833,27.36,71,100,4.32,MV,1707416906
544,cestos city,5.46,-9.5828,28.74,76,1,5.22,LR,1707416907
545,petropavlovka,50.6114,105.3196,-22.81,99,56,1.01,RU,1707416907
546,badamdar,40.3394,49.8039,14.97,52,7,11.34,AZ,1707416907
547,kavaratti,10.5669,72.642,28.08,75,5,4.27,IN,1707416714
548,talcahuano,-36.7167,-73.1167,22.82,46,0,4.12,CL,1707416692
549,diyarbakir,37.9158,40.2189,7.99,93,100,1.03,TR,1707416907
550,gambela,8.25,34.5833,30.49,40,55,1.95,ET,1707416907
551,xinqing,48.2333,129.5,-21.48,100,100,1.1,CN,1707416907
552,tosontsengel,48.7567,98.2839,-27.77,96,30,0.37,MN,1707416908
553,tibanbang,6.6315,126.1055,25.71,84,79,2.05,PH,1707416908
554,medenine,33.355,10.5055,17.68,29,3,4.16,TN,1707416908
555,roma,43.2128,-75.4557,10.53,43,0,3.09,US,1707416670
556,al jawf,29.5,38.75,15.08,30,0,5.49,SA,1707416691
557,oum hadjer,13.2954,19.6966,27.03,16,16,3.84,TD,1707416908
558,vilhena,-12.7406,-60.1458,32.47,46,48,1.29,BR,1707416908
559,poronaysk,49.2167,143.1167,-23.07,97,73,1.95,RU,1707416683
560,tchaourou,8.8865,2.5975,31.39,14,25,1.64,BJ,1707416909
561,qacha's nek,-30.1154,28.6894,15.38,65,0,0.7,LS,1707416909
562,yulinshi,38.2906,109.7494,-6.68,84,5,1.39,CN,1707416909
563,kruisfontein,-34.0033,24.7314,17.4,74,36,1.54,ZA,1707416638
564,santiago de cao,-7.9589,-79.2392,26.07,78,0,4.12,PE,1707416909
565,labrador city,52.9463,-66.9114,-6.05,73,75,2.06,CA,1707416909
566,turpan,42.9333,89.1667,2.11,47,48,1.87,CN,1707416718
567,garachico,28.7781,-17.7646,24.06,10,0,9.26,ES,1707416910
568,villa gesell,-37.2639,-56.973,22.81,85,100,2.78,AR,1707416910
569,cangucu,-31.395,-52.6756,29.56,34,20,4.2,BR,1707416910
570,cadale,2.7603,46.3222,26.44,82,92,10.22,SO,1707416910
571,lugovoy,42.9472,72.7644,1.84,67,64,3.8,KZ,1707416910
572,el granada,37.5027,-122.4694,10.35,77,0,3.6,US,1707416910
573,miranda do douro,41.4969,-6.2731,8.74,89,100,12.64,PT,1707416911
574,poquoson,37.1224,-76.3458,9.88,55,75,3.09,US,1707416911
575,hinton,53.4001,-117.5857,-2.73,89,100,1.07,CA,1707416911
576,abepura,-2.6333,140.5833,22.45,100,40,0.51,ID,1707416911
